# #Cycle_Number Time  Density  HI_Density  HII_Density  HeI_Density  HeII_Density  HeIII_Density  HM_Density  H2I_Density  H2II_Density  Metal_Density  C_Density  N_Density  O_Density  Mg_Density  Si_Density  S_Density  Ca_Density  Mn_Density  Fe_Density  Ni_Density  Y_Density  Ba_Density  Eu_Density 
# 
6.010000E+02 2.566590E+02 3.408298E-01 9.199017E-08 2.023184E-03 4.512975E-08 2.031147E-04 4.357696E-04 1.257445E-19 3.952108E-20 3.301738E-18 5.273204E-07 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25 6.514842E-25
6.020000E+02 2.566700E+02 3.409091E-01 9.202565E-08 2.023655E-03 4.514887E-08 2.031988E-04 4.358340E-04 1.257820E-19 3.953155E-20 3.302492E-18 5.274932E-07 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25 6.515822E-25
6.030000E+02 2.566810E+02 3.409883E-01 9.206114E-08 2.024125E-03 4.516800E-08 2.032829E-04 4.358984E-04 1.258194E-19 3.954203E-20 3.303245E-18 5.276660E-07 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25 6.516802E-25
6.040000E+02 2.566930E+02 3.410675E-01 9.209657E-08 2.024595E-03 4.518709E-08 2.033669E-04 4.359628E-04 1.258568E-19 3.955249E-20 3.303998E-18 5.278386E-07 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25 6.517779E-25
6.050000E+02 2.567040E+02 3.411465E-01 9.213193E-08 2.025064E-03 4.520615E-08 2.034508E-04 4.360270E-04 1.258941E-19 3.956293E-20 3.304748E-18 5.280108E-07 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25 6.518755E-25
6.060000E+02 2.567150E+02 3.412253E-01 9.216722E-08 2.025531E-03 4.522517E-08 2.035344E-04 4.360910E-04 1.259314E-19 3.957335E-20 3.305497E-18 5.281826E-07 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25 6.519729E-25
6.070000E+02 2.567260E+02 3.413039E-01 9.220245E-08 2.025998E-03 4.524416E-08 2.036180E-04 4.361549E-04 1.259685E-19 3.958375E-20 3.306245E-18 5.283542E-07 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25 6.520700E-25
6.080000E+02 2.567380E+02 3.413825E-01 9.223763E-08 2.026465E-03 4.526312E-08 2.037014E-04 4.362187E-04 1.260056E-19 3.959413E-20 3.306991E-18 5.285255E-07 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25 6.521670E-25
6.090000E+02 2.567490E+02 3.414609E-01 9.227276E-08 2.026930E-03 4.528205E-08 2.037847E-04 4.362824E-04 1.260427E-19 3.960450E-20 3.307737E-18 5.286965E-07 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25 6.522639E-25
6.100000E+02 2.567600E+02 3.415392E-01 9.230783E-08 2.027395E-03 4.530095E-08 2.038678E-04 4.363461E-04 1.260797E-19 3.961486E-20 3.308481E-18 5.288673E-07 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25 6.523605E-25
6.110000E+02 2.567710E+02 3.416177E-01 9.234297E-08 2.027861E-03 4.531989E-08 2.039512E-04 4.364098E-04 1.261167E-19 3.962523E-20 3.309226E-18 5.290384E-07 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25 6.524574E-25
6.120000E+02 2.567830E+02 3.416963E-01 9.237816E-08 2.028327E-03 4.533886E-08 2.040346E-04 4.364736E-04 1.261538E-19 3.963562E-20 3.309972E-18 5.292098E-07 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25 6.525544E-25
6.130000E+02 2.567940E+02 3.417749E-01 9.241340E-08 2.028794E-03 4.535785E-08 2.041182E-04 4.365375E-04 1.261910E-19 3.964602E-20 3.310719E-18 5.293814E-07 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25 6.526514E-25
6.140000E+02 2.568050E+02 3.418535E-01 9.244860E-08 2.029260E-03 4.537682E-08 2.042017E-04 4.366012E-04 1.262281E-19 3.965641E-20 3.311465E-18 5.295528E-07 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25 6.527484E-25
6.150000E+02 2.568160E+02 3.419320E-01 9.248375E-08 2.029726E-03 4.539577E-08 2.042850E-04 4.366649E-04 1.262651E-19 3.966678E-20 3.312210E-18 5.297240E-07 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25 6.528452E-25
6.160000E+02 2.568270E+02 3.420104E-01 9.251887E-08 2.030191E-03 4.541470E-08 2.043683E-04 4.367286E-04 1.263021E-19 3.967715E-20 3.312954E-18 5.298950E-07 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25 6.529419E-25
6.170000E+02 2.568390E+02 3.420887E-01 9.255398E-08 2.030656E-03 4.543362E-08 2.044516E-04 4.367922E-04 1.263391E-19 3.968751E-20 3.313698E-18 5.300660E-07 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25 6.530385E-25
6.180000E+02 2.568500E+02 3.421670E-01 9.258906E-08 2.031121E-03 4.545253E-08 2.045348E-04 4.368557E-04 1.263761E-19 3.969786E-20 3.314441E-18 5.302368E-07 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25 6.531351E-25
6.190000E+02 2.568610E+02 3.422453E-01 9.262412E-08 2.031586E-03 4.547143E-08 2.046180E-04 4.369192E-04 1.264130E-19 3.970821E-20 3.315183E-18 5.304076E-07 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25 6.532316E-25
6.200000E+02 2.568720E+02 3.423235E-01 9.265918E-08 2.032050E-03 4.549033E-08 2.047011E-04 4.369827E-04 1.264499E-19 3.971856E-20 3.315926E-18 5.305783E-07 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25 6.533280E-25
6.210000E+02 2.568830E+02 3.424017E-01 9.269422E-08 2.032514E-03 4.550922E-08 2.047842E-04 4.370461E-04 1.264869E-19 3.972890E-20 3.316668E-18 5.307490E-07 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25 6.534244E-25
6.220000E+02 2.568940E+02 3.424799E-01 9.272926E-08 2.032978E-03 4.552811E-08 2.048674E-04 4.371095E-04 1.265238E-19 3.973924E-20 3.317409E-18 5.309196E-07 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25 6.535208E-25
6.230000E+02 2.569060E+02 3.425581E-01 9.276431E-08 2.033442E-03 4.554700E-08 2.049505E-04 4.371730E-04 1.265607E-19 3.974959E-20 3.318151E-18 5.310903E-07 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25 6.536172E-25
6.240000E+02 2.569170E+02 3.426363E-01 9.279937E-08 2.033907E-03 4.556590E-08 2.050337E-04 4.372364E-04 1.265976E-19 3.975993E-20 3.318893E-18 5.312610E-07 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25 6.537135E-25
6.250000E+02 2.569280E+02 3.427146E-01 9.283445E-08 2.034371E-03 4.558481E-08 2.051169E-04 4.372999E-04 1.266345E-19 3.977029E-20 3.319635E-18 5.314319E-07 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25 6.538100E-25
6.260000E+02 2.569390E+02 3.427929E-01 9.286956E-08 2.034836E-03 4.560374E-08 2.052002E-04 4.373634E-04 1.266715E-19 3.978065E-20 3.320378E-18 5.316029E-07 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25 6.539065E-25
6.270000E+02 2.569500E+02 3.428713E-01 9.290470E-08 2.035301E-03 4.562268E-08 2.052836E-04 4.374269E-04 1.267085E-19 3.979102E-20 3.321121E-18 5.317740E-07 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25 6.540030E-25
6.280000E+02 2.569620E+02 3.429498E-01 9.293988E-08 2.035767E-03 4.564165E-08 2.053671E-04 4.374905E-04 1.267455E-19 3.980140E-20 3.321865E-18 5.319453E-07 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25 6.540997E-25
6.290000E+02 2.569730E+02 3.430284E-01 9.297510E-08 2.036234E-03 4.566064E-08 2.054506E-04 4.375542E-04 1.267826E-19 3.981180E-20 3.322610E-18 5.321169E-07 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25 6.541964E-25
6.300000E+02 2.569840E+02 3.431070E-01 9.301037E-08 2.036700E-03 4.567965E-08 2.055343E-04 4.376180E-04 1.268197E-19 3.982221E-20 3.323355E-18 5.322886E-07 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25 6.542933E-25
6.310000E+02 2.569950E+02 3.431408E-01 9.302551E-08 2.036901E-03 4.568781E-08 2.055702E-04 4.376453E-04 1.268356E-19 3.982667E-20 3.323675E-18 5.323624E-07 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25 6.543348E-25
6.320000E+02 2.570000E+02 3.432196E-01 9.306084E-08 2.037369E-03 4.570685E-08 2.056541E-04 4.377092E-04 1.268728E-19 3.983710E-20 3.324422E-18 5.325344E-07 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25 6.544318E-25
6.330000E+02 2.570110E+02 3.432985E-01 9.309622E-08 2.037837E-03 4.572593E-08 2.057380E-04 4.377731E-04 1.269100E-19 3.984754E-20 3.325169E-18 5.327067E-07 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25 6.545289E-25
6.340000E+02 2.570220E+02 3.433775E-01 9.313165E-08 2.038306E-03 4.574503E-08 2.058221E-04 4.378371E-04 1.269473E-19 3.985800E-20 3.325918E-18 5.328793E-07 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25 6.546262E-25
6.350000E+02 2.570340E+02 3.434566E-01 9.316714E-08 2.038776E-03 4.576416E-08 2.059063E-04 4.379012E-04 1.269846E-19 3.986847E-20 3.326667E-18 5.330521E-07 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25 6.547235E-25
6.360000E+02 2.570450E+02 3.435359E-01 9.320268E-08 2.039246E-03 4.578332E-08 2.059907E-04 4.379654E-04 1.270220E-19 3.987896E-20 3.327418E-18 5.332252E-07 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25 6.548210E-25
6.370000E+02 2.570560E+02 3.436153E-01 9.323827E-08 2.039717E-03 4.580251E-08 2.060752E-04 4.380297E-04 1.270594E-19 3.988946E-20 3.328170E-18 5.333986E-07 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25 6.549187E-25
6.380000E+02 2.570680E+02 3.436948E-01 9.327393E-08 2.040189E-03 4.582174E-08 2.061598E-04 4.380941E-04 1.270969E-19 3.989999E-20 3.328922E-18 5.335723E-07 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25 6.550165E-25
6.390000E+02 2.570790E+02 3.437744E-01 9.330965E-08 2.040662E-03 4.584100E-08 2.062446E-04 4.381586E-04 1.271345E-19 3.991053E-20 3.329676E-18 5.337463E-07 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25 6.551144E-25
6.400000E+02 2.570900E+02 3.438542E-01 9.334544E-08 2.041135E-03 4.586029E-08 2.063295E-04 4.382231E-04 1.271721E-19 3.992109E-20 3.330432E-18 5.339205E-07 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25 6.552125E-25
6.410000E+02 2.571020E+02 3.439341E-01 9.338130E-08 2.041610E-03 4.587963E-08 2.064147E-04 4.382879E-04 1.272098E-19 3.993167E-20 3.331188E-18 5.340952E-07 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25 6.553108E-25
6.420000E+02 2.571130E+02 3.440142E-01 9.341722E-08 2.042085E-03 4.589899E-08 2.064999E-04 4.383527E-04 1.272476E-19 3.994227E-20 3.331946E-18 5.342701E-07 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25 6.554092E-25
6.430000E+02 2.571240E+02 3.440943E-01 9.345314E-08 2.042560E-03 4.591836E-08 2.065852E-04 4.384175E-04 1.272853E-19 3.995287E-20 3.332704E-18 5.344451E-07 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25 6.555076E-25
6.440000E+02 2.571360E+02 3.441744E-01 9.348907E-08 2.043035E-03 4.593773E-08 2.066705E-04 4.384823E-04 1.273231E-19 3.996347E-20 3.333462E-18 5.346201E-07 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25 6.556060E-25
6.450000E+02 2.571470E+02 3.442545E-01 9.352501E-08 2.043511E-03 4.595711E-08 2.067558E-04 4.385471E-04 1.273608E-19 3.997407E-20 3.334219E-18 5.347951E-07 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25 6.557045E-25
6.460000E+02 2.571590E+02 3.443346E-01 9.356096E-08 2.043986E-03 4.597649E-08 2.068411E-04 4.386119E-04 1.273986E-19 3.998468E-20 3.334977E-18 5.349702E-07 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25 6.558029E-25
6.470000E+02 2.571700E+02 3.444147E-01 9.359692E-08 2.044462E-03 4.599588E-08 2.069265E-04 4.386767E-04 1.274364E-19 3.999529E-20 3.335735E-18 5.351454E-07 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25 6.559013E-25
6.480000E+02 2.571820E+02 3.444949E-01 9.363291E-08 2.044938E-03 4.601529E-08 2.070120E-04 4.387416E-04 1.274742E-19 4.000590E-20 3.336494E-18 5.353207E-07 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25 6.559998E-25
6.490000E+02 2.571930E+02 3.445752E-01 9.366891E-08 2.045414E-03 4.603470E-08 2.070975E-04 4.388065E-04 1.275120E-19 4.001652E-20 3.337252E-18 5.354961E-07 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25 6.560984E-25
6.500000E+02 2.572040E+02 3.446558E-01 9.370512E-08 2.045893E-03 4.605423E-08 2.071834E-04 4.388717E-04 1.275500E-19 4.002721E-20 3.338015E-18 5.356724E-07 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25 6.561974E-25
6.510000E+02 2.572160E+02 3.447366E-01 9.374138E-08 2.046373E-03 4.607378E-08 2.072695E-04 4.389370E-04 1.275881E-19 4.003790E-20 3.338779E-18 5.358490E-07 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25 6.562966E-25
6.520000E+02 2.572270E+02 3.448176E-01 9.377770E-08 2.046853E-03 4.609336E-08 2.073558E-04 4.390025E-04 1.276262E-19 4.004861E-20 3.339544E-18 5.360259E-07 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25 6.563959E-25
6.530000E+02 2.572390E+02 3.448986E-01 9.381407E-08 2.047334E-03 4.611297E-08 2.074421E-04 4.390680E-04 1.276644E-19 4.005934E-20 3.340310E-18 5.362031E-07 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25 6.564954E-25
6.540000E+02 2.572500E+02 3.449797E-01 9.385049E-08 2.047816E-03 4.613261E-08 2.075286E-04 4.391335E-04 1.277026E-19 4.007009E-20 3.341077E-18 5.363805E-07 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25 6.565950E-25
6.550000E+02 2.572620E+02 3.450610E-01 9.388698E-08 2.048298E-03 4.615229E-08 2.076153E-04 4.391992E-04 1.277409E-19 4.008085E-20 3.341845E-18 5.365582E-07 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25 6.566947E-25
6.560000E+02 2.572740E+02 3.451424E-01 9.392353E-08 2.048781E-03 4.617200E-08 2.077021E-04 4.392650E-04 1.277793E-19 4.009163E-20 3.342614E-18 5.367362E-07 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25 6.567946E-25
6.570000E+02 2.572850E+02 3.452240E-01 9.396014E-08 2.049265E-03 4.619174E-08 2.077890E-04 4.393309E-04 1.278177E-19 4.010243E-20 3.343384E-18 5.369146E-07 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25 6.568946E-25
6.580000E+02 2.572970E+02 3.453057E-01 9.399682E-08 2.049750E-03 4.621152E-08 2.078761E-04 4.393969E-04 1.278562E-19 4.011324E-20 3.344156E-18 5.370932E-07 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25 6.569948E-25
6.590000E+02 2.573080E+02 3.453875E-01 9.403357E-08 2.050236E-03 4.623134E-08 2.079634E-04 4.394630E-04 1.278948E-19 4.012408E-20 3.344929E-18 5.372722E-07 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25 6.570952E-25
6.600000E+02 2.573200E+02 3.454695E-01 9.407039E-08 2.050723E-03 4.625120E-08 2.080509E-04 4.395293E-04 1.279334E-19 4.013494E-20 3.345703E-18 5.374516E-07 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25 6.571957E-25
6.610000E+02 2.573320E+02 3.455517E-01 9.410729E-08 2.051210E-03 4.627110E-08 2.081385E-04 4.395956E-04 1.279721E-19 4.014582E-20 3.346479E-18 5.376314E-07 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25 6.572965E-25
6.620000E+02 2.573430E+02 3.456341E-01 9.414428E-08 2.051699E-03 4.629104E-08 2.082264E-04 4.396621E-04 1.280109E-19 4.015673E-20 3.347257E-18 5.378115E-07 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25 6.573974E-25
6.630000E+02 2.573550E+02 3.457166E-01 9.418134E-08 2.052189E-03 4.631103E-08 2.083144E-04 4.397288E-04 1.280498E-19 4.016766E-20 3.348036E-18 5.379920E-07 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25 6.574986E-25
6.640000E+02 2.573670E+02 3.457993E-01 9.421850E-08 2.052680E-03 4.633107E-08 2.084027E-04 4.397956E-04 1.280887E-19 4.017861E-20 3.348817E-18 5.381730E-07 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25 6.575999E-25
6.650000E+02 2.573790E+02 3.458823E-01 9.425575E-08 2.053172E-03 4.635116E-08 2.084912E-04 4.398625E-04 1.281278E-19 4.018959E-20 3.349600E-18 5.383545E-07 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25 6.577016E-25
6.660000E+02 2.573900E+02 3.459654E-01 9.429310E-08 2.053666E-03 4.637130E-08 2.085799E-04 4.399296E-04 1.281669E-19 4.020061E-20 3.350384E-18 5.385364E-07 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25 6.578034E-25
6.670000E+02 2.574020E+02 3.460488E-01 9.433055E-08 2.054161E-03 4.639150E-08 2.086689E-04 4.399969E-04 1.282062E-19 4.021165E-20 3.351171E-18 5.387189E-07 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25 6.579056E-25
6.680000E+02 2.574140E+02 3.461324E-01 9.436811E-08 2.054657E-03 4.641176E-08 2.087582E-04 4.400644E-04 1.282456E-19 4.022272E-20 3.351960E-18 5.389018E-07 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25 6.580080E-25
6.690000E+02 2.574260E+02 3.462163E-01 9.440578E-08 2.055155E-03 4.643207E-08 2.088477E-04 4.401321E-04 1.282850E-19 4.023382E-20 3.352751E-18 5.390853E-07 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25 6.581106E-25
