# anum & element & 65 & 70 & 75 & 80 & 85 & 90 & 95 & 100 & 105 & 110 & 115 & 120 & 125 & 130
36  & Ar &    1.30E-5 &    3.04E-1 &    5.17E-1 &    5.97E-1 &    8.08E-1 &    1.07E0     &    1.32E0     &    1.54E0     &    1.72E0     &    1.85E0     &    1.94E0     &    1.99E0     &    1.99E0     &    1.93E0     
38  & Ar &    4.89E-7 &    6.26E-3 &    5.28E-3 &    3.39E-3 &    2.23E-3 &    1.41E-3 &    8.96E-4 &    5.57E-4 &    3.56E-4 &    2.22E-4 &    1.48E-4 &    9.78E-5 &    7.17E-5 &    7.25E-5 
39  &  K &    1.33E-7 &    1.16E-3 &    1.18E-3 &    9.69E-4 &    8.02E-4 &    6.39E-4 &    5.04E-4 &    3.90E-4 &    3.04E-4 &    2.39E-4 &    2.00E-4 &    1.78E-4 &    1.76E-4 &    2.05E-4 
40  &  K &    2.51E-10 &    3.49E-8 &    3.02E-8 &    2.19E-8 &    1.69E-8 &    1.28E-8 &    9.67E-9 &    7.29E-9 &    5.46E-9 &    4.05E-9 &    3.17E-9 &    2.54E-9 &    2.27E-9 &    2.60E-9 
41  &  K &    2.45E-10 &    1.24E-4 &    1.39E-4 &    1.45E-4 &    1.48E-4 &    1.48E-4 &    1.47E-4 &    1.44E-4 &    1.39E-4 &    1.33E-4 &    1.28E-4 &    1.22E-4 &    1.14E-4 &    1.06E-4 
40  & Ca &    1.46E-8 &    1.88E-1 &    3.17E-1 &    3.70E-1 &    5.29E-1 &    7.61E-1 &    9.93E-1 &    1.22E0     &    1.40E0     &    1.54E0     &    1.63E0     &    1.69E0     &    1.71E0     &    1.67E0     
42  & Ca &    2.39E-10 &    1.69E-4 &    1.39E-4 &    8.72E-5 &    5.74E-5 &    3.67E-5 &    2.35E-5 &    1.50E-5 &    9.87E-6 &    6.42E-6 &    4.53E-6 &    3.39E-6 &    3.06E-6 &    3.79E-6 
43  & Ca &    3.56E-11 &    5.74E-8 &    4.23E-8 &    2.73E-8 &    1.94E-8 &    1.37E-8 &    1.00E-8 &    7.48E-9 &    1.29E-8 &    8.33E-8 &    2.55E-7 &    5.85E-7 &    1.20E-6 &    2.19E-6 
44  & Ca &    6.96E-11 &    3.82E-5 &    6.67E-5 &    7.81E-5 &    1.22E-4 &    1.99E-4 &    2.85E-4 &    3.76E-4 &    4.58E-4 &    5.65E-4 &    7.05E-4 &    9.06E-4 &    1.21E-3 &    1.61E-3 
45  & Sc &    1.40E-11 &    2.50E-6 &    2.90E-6 &    3.03E-6 &    3.20E-6 &    3.36E-6 &    3.48E-6 &    3.57E-6 &    3.59E-6 &    3.59E-6 &    3.57E-6 &    3.51E-6 &    3.42E-6 &    3.33E-6 
46  & Ti &    2.29E-11 &    7.36E-5 &    6.75E-5 &    4.68E-5 &    3.39E-5 &    2.49E-5 &    1.86E-5 &    1.41E-5 &    1.10E-5 &    8.54E-6 &    6.86E-6 &    5.36E-6 &    4.01E-6 &    3.03E-6 
47  & Ti &    5.08E-12 &    3.02E-7 &    3.99E-7 &    3.24E-7 &    4.00E-7 &    5.35E-7 &    6.61E-7 &    7.77E-7 &    8.66E-7 &    1.24E-6 &    2.05E-6 &    3.56E-6 &    6.27E-6 &    1.06E-5 
48  & Ti &    6.41E-12 &    5.48E-5 &    4.50E-4 &    5.71E-4 &    1.46E-3 &    3.45E-3 &    6.06E-3 &    9.04E-3 &    1.14E-2 &    1.35E-2 &    1.52E-2 &    1.69E-2 &    1.85E-2 &    2.00E-2 
49  & Ti &    5.16E-12 &    7.62E-6 &    3.05E-5 &    3.37E-5 &    6.25E-5 &    1.15E-4 &    1.80E-4 &    2.54E-4 &    3.05E-4 &    3.44E-4 &    3.71E-4 &    3.90E-4 &    4.01E-4 &    4.00E-4 
51  &  V &    1.10E-12 &    1.74E-5 &    6.49E-5 &    6.54E-5 &    1.11E-4 &    1.92E-4 &    2.95E-4 &    4.17E-4 &    4.76E-4 &    5.04E-4 &    5.15E-4 &    5.16E-4 &    5.09E-4 &    4.95E-4 
50  & Cr &    2.35E-13 &    3.15E-4 &    4.65E-4 &    3.84E-4 &    3.99E-4 &    4.34E-4 &    4.87E-4 &    5.65E-4 &    5.68E-4 &    5.42E-4 &    5.15E-4 &    4.85E-4 &    4.51E-4 &    4.20E-4 
52  & Cr &    1.16E-12 &    7.01E-4 &    6.16E-3 &    7.76E-3 &    2.24E-2 &    6.24E-2 &    1.25E-1 &    2.06E-1 &    2.67E-1 &    3.16E-1 &    3.52E-1 &    3.79E-1 &    3.97E-1 &    4.00E-1 
53  & Cr &    1.60E-13 &    1.23E-4 &    5.75E-4 &    6.36E-4 &    1.32E-3 &    2.84E-3 &    5.14E-3 &    8.34E-3 &    1.04E-2 &    1.19E-2 &    1.29E-2 &    1.36E-2 &    1.40E-2 &    1.40E-2 
54  & Cr &    4.63E-13 &    1.90E-8 &    1.75E-8 &    1.13E-8 &    7.36E-9 &    5.23E-9 &    4.31E-9 &    4.19E-9 &    3.54E-9 &    2.84E-9 &    2.33E-9 &    1.91E-9 &    1.58E-9 &    1.31E-9 
55  & Mn &    8.31E-14 &    7.02E-4 &    2.75E-3 &    2.91E-3 &    5.43E-3 &    1.11E-2 &    2.02E-2 &    3.49E-2 &    4.26E-2 &    4.63E-2 &    4.82E-2 &    4.85E-2 &    4.85E-2 &    4.75E-2 
54  & Fe &    3.37E-15 &    2.46E-2 &    4.49E-2 &    4.06E-2 &    4.94E-2 &    6.44E-2 &    8.79E-2 &    1.30E-1 &    1.42E-1 &    1.41E-1 &    1.38E-1 &    1.31E-1 &    1.24E-1 &    1.18E-1 
56  & Fe &    1.31E-13 &    1.17E-2 &    1.02E-1 &    1.29E-1 &    4.07E-1 &    1.31E0     &    2.98E0     &    5.82E0     &    9.55E0     &    1.42E1 &    1.90E1 &    2.46E1 &    3.17E1 &    3.96E1 
57  & Fe &    2.80E-14 &    2.40E-4 &    1.08E-3 &    1.21E-3 &    2.63E-3 &    6.37E-3 &    1.33E-2 &    2.77E-2 &    6.97E-2 &    1.41E-1 &    2.26E-1 &    3.39E-1 &    5.04E-1 &    7.16E-1 
58  & Fe &    5.78E-14 &    1.08E-8 &    1.12E-8 &    9.34E-9 &    8.04E-9 &    7.18E-9 &    6.47E-9 &    6.05E-9 &    5.35E-9 &    4.41E-9 &    3.72E-9 &    2.94E-9 &    2.32E-9 &    1.88E-9 
59  & Co &    1.56E-14 &    3.67E-6 &    4.09E-6 &    4.34E-6 &    4.60E-6 &    5.05E-6 &    5.59E-6 &    1.31E-5 &    6.67E-4 &    2.28E-3 &    4.47E-3 &    7.62E-3 &    1.25E-2 &    1.93E-2 
58  & Ni &    6.40E-17 &    1.34E-3 &    2.48E-3 &    2.46E-3 &    3.36E-3 &    5.11E-3 &    8.24E-3 &    1.84E-2 &    8.66E-2 &    2.07E-1 &    3.59E-1 &    5.77E-1 &    9.30E-1 &    1.47E0     
60  & Ni &    1.58E-14 &    7.16E-6 &    7.18E-6 &    6.73E-6 &    6.24E-6 &    5.94E-6 &    5.55E-6 &    3.69E-5 &    9.03E-3 &    3.67E-2 &    7.61E-2 &    1.32E-1 &    2.13E-1 &    3.13E-1 
61  & Ni &    4.68E-15 &    8.05E-10 &    8.87E-10 &    9.11E-10 &    9.40E-10 &    9.90E-10 &    1.04E-9 &    1.91E-6 &    5.42E-4 &    2.22E-3 &    4.60E-3 &    7.99E-3 &    1.29E-2 &    1.92E-2 
62  & Ni &    2.05E-14 &    1.47E-10 &    2.18E-10 &    1.97E-10 &    2.45E-10 &    3.62E-10 &    6.33E-10 &    7.97E-6 &    2.65E-3 &    1.15E-2 &    2.51E-2 &    4.59E-2 &    8.04E-2 &    1.33E-1 
63  & Cu &    2.55E-15 &    3.92E-12 &    4.33E-12 &    4.78E-12 &    5.04E-12 &    5.55E-12 &    6.41E-12 &    2.90E-9 &    1.49E-6 &    7.14E-6 &    1.62E-5 &    3.04E-5 &    5.39E-5 &    8.93E-5 
65  & Cu &    3.35E-15 &    8.19E-15 &    1.01E-14 &    1.75E-14 &    1.89E-14 &    1.80E-14 &    1.48E-14 &    3.06E-10 &    7.71E-7 &    4.47E-6 &    1.07E-5 &    2.04E-5 &    3.53E-5 &    5.50E-5 
64  & Zn &    1.39E-15 &    1.68E-11 &    1.93E-11 &    2.32E-11 &    2.58E-11 &    2.74E-11 &    2.86E-11 &    4.22E-9 &    8.97E-6 &    5.11E-5 &    1.21E-4 &    2.29E-4 &    3.93E-4 &    6.00E-4 
66  & Zn &    3.22E-15 &    8.57E-15 &    1.08E-14 &    2.28E-14 &    2.23E-14 &    1.71E-14 &    8.52E-15 &    5.50E-9 &    1.40E-5 &    8.43E-5 &    2.07E-4 &    4.09E-4 &    7.52E-4 &    1.28E-3 
67  & Zn &    6.27E-16 &    4.18E-16 &    4.13E-16 &    4.69E-16 &    3.13E-16 &    4.92E-16 &    6.63E-17 &    3.86E-12 &    1.13E-8 &    7.11E-8 &    1.80E-7 &    3.63E-7 &    6.85E-7 &    1.20E-6 
68  & Zn &    3.58E-15 &    1.85E-15 &    1.80E-15 &    2.02E-15 &    1.26E-15 &    2.18E-15 &    2.72E-16 &    9.36E-13 &    3.31E-9 &    2.30E-8 &    6.12E-8 &    1.29E-7 &    2.58E-7 &    4.82E-7 
69  & Ga &    4.96E-16 &    4.19E-16 &    3.86E-16 &    4.20E-16 &    2.29E-16 &    4.07E-16 &    2.60E-17 &    2.72E-14 &    3.41E-10 &    2.63E-9 &    7.11E-9 &    1.47E-8 &    2.75E-8 &    4.58E-8 
71  & Ga &    4.53E-16 &    2.19E-16 &    2.00E-16 &    2.19E-16 &    1.15E-16 &    2.06E-16 &    1.15E-17 &    8.19E-15 &    2.34E-10 &    2.00E-9 &    5.59E-9 &    1.18E-8 &    2.27E-8 &    3.94E-8 
70  & Ge &    6.63E-16 &    1.33E-15 &    1.43E-15 &    1.61E-15 &    9.13E-16 &    1.70E-15 &    1.08E-16 &    4.04E-12 &    9.27E-8 &    7.68E-7 &    2.12E-6 &    4.43E-6 &    8.46E-6 &    1.46E-5 
72  & Ge &    7.04E-16 &    4.76E-16 &    4.11E-16 &    4.36E-16 &    2.17E-16 &    3.87E-16 &    2.04E-17 &    3.35E-15 &    1.85E-10 &    1.79E-9 &    5.37E-9 &    1.20E-8 &    2.50E-8 &    4.81E-8 
74  & Se &    2.74E-19 &    2.34E-16 &    3.16E-16 &    3.83E-16 &    2.24E-16 &    4.61E-16 &    2.49E-17 &    6.27E-16 &    2.18E-10 &    2.54E-9 &    7.86E-9 &    1.74E-8 &    3.37E-8 &    5.75E-8 
